Compound_Name,Acitivity,Pt,N1,N2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2,G(T)_spc(Hartree)
CHEMBL1743593-conf_1,0,1,2,3,1.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,-0.53539,-0.32697,-0.43118,0.20842000000000005,0.44601,123.475,49.4261,0.3724,1731.742,379.97976812873844,585.0536217634786,0.8902680053397573,-88.7898,232.0084,232.0089,2.1107,2.1107,91.713,77.49225206611571,97.4819214876033,97.4819214876033,75.22301080869906,84.21343924990234,84.21181143378044,72.63762663885578,71.35820172824792,71.35820172824792,68.66439153932166,61.21645546030563,61.21703783078644,61.12011979392962,51.51604493824096,51.51604493824096,5.376309050803478,2.0557750402631485,5.056934008907929,5.376316267417648,2.055911902960691,5.05693840560366,5.376309050803478,2.0557750402631485,5.056934008907929,5.376316267417648,2.055911902960691,5.05693840560366,2.0,5.044799302251776,4.950000000000001,2.0,5.044799302251776,4.950000000000001,1.9999999999999998,5.044799302251776,1.995951882613764,5.044799302251776,1.9999999999999998,5.044799302251776,1.9959518826137639,5.044799302251776,0.218666,0.564644,0.5653814713668993,-0.057334,-0.576718,0.5830493615921383,-0.057334,-0.576718,0.5830492872347928,-578.437289
CHEMBL1743593-conf_2,0,1,5,3,1.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,-0.5353,-0.32691,-0.43110499999999996,0.20839000000000002,0.44592,123.915,54.3175,0.0001,1404.443,380.0197706044878,585.1032452285758,0.8902246268767265,-89.1688,232.04,232.0394,2.1112,2.1112,88.52,77.45996900826447,97.52066115702479,97.51743285123968,75.17417632504232,84.29971350436254,84.29971350436254,72.69442789034565,71.39451728247914,71.39451728247914,68.62944931047336,61.22810286992173,61.226355758479315,61.13641300974489,51.511389733722304,51.511001800012416,5.379908363250235,2.7803937668894667,5.059418163765127,5.379906248496798,2.780644105913104,5.059425449792329,5.379908363250235,2.7803937668894667,5.059418163765127,5.379906248496798,2.780644105913104,5.059425449792329,2.75,5.042072986381693,4.950000000000001,2.75,5.042072986381693,4.950000000000001,2.5223240332248853,5.042072986381693,2.3870581651795644,5.042072986381693,2.5223240332248844,5.042072986381693,2.3870581651795657,5.042072986381693,0.218275,0.563756,0.5637560000017738,-0.057518,-0.576817,0.5831273837739058,-0.057518,-0.576817,0.5831274224275514,-578.437397
CHEMBL1743593-conf_3,0,1,4,5,1.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,-0.53633,-0.32714,-0.431735,0.20919,0.44552,122.962,47.8869,0.4817,1531.412,379.65981466162447,585.2410969402902,0.8912086030493491,-85.6958,234.3009,231.106,2.11242,2.11501,91.062,77.54713326446281,97.49160640495867,97.91451446280992,75.52578460737075,84.27041281416851,84.67085558015367,73.09948599523241,71.5947184147795,71.60403009535162,69.0592387253075,61.46163343272456,61.20597279165114,61.5072776363975,51.635140587176465,51.173887406120045,5.380826194752065,2.072303767344833,5.055666321639642,5.376468665046716,2.062942555697992,5.067590271132854,5.380826194752065,2.072303767344833,5.055666321639642,5.376468665046716,2.062942555697992,5.067590271132854,2.0468168876934483,5.033140172894056,4.950000000000001,2.05,5.049999999999998,4.950000000000001,1.9621727164726226,5.033140172894056,1.9621727164726226,5.033140172894056,2.05,5.049999999999998,2.043326406405991,4.957065664281643,0.218296,0.564835,0.5653553362505743,-0.058198,-0.576984,0.5833222933284824,-0.057924,-0.577056,0.5834799061235957,-578.432397
CHEMBL1743593-conf_4,0,1,3,5,1.0,3.0,2.0,1.0,3.0,4.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,4.0,-0.5362,-0.327,-0.4316,0.2092,0.44522,123.323,52.5817,0.2125,1154.623,379.9998135354358,585.6023574027795,0.8907775953395165,-85.7936,233.6565,234.3267,2.10848,2.11281,88.631,77.54390495867769,97.54648760330579,97.51743285123968,75.57624690714937,84.1662325823675,84.29320223987499,73.17118593563767,71.28557061978546,71.65617550655541,69.11048732761834,61.137253074916146,61.479686917629515,61.55538141642356,51.559493513748365,51.663847681708155,5.374395007956102,2.7761799233079794,5.060252299065254,5.377082926996508,2.7611492328955967,5.057077718095788,5.374395007956102,2.7761799233079794,5.060252299065254,5.377082926996508,2.7611492328955967,5.057077718095788,2.7266400069000465,5.042072986381694,4.950000000000001,2.725767386578182,5.042072986381692,4.949999999999998,2.4470277826735334,5.042072986381694,2.4448949886337075,5.042072986381694,2.482362119040432,5.042072986381692,1.9257550978358369,5.042072986381692,0.218109,0.564598,0.5646258270297243,-0.056793,-0.576483,0.5827876122731162,-0.058365,-0.577076,0.5834099335955808,-578.432478
CHEMBL1743593-conf_5,0,1,2,4,1.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,-0.5353,-0.32692,-0.43111,0.20838,0.44595,123.916,54.3186,0.0,1953.636,380.30977043136915,585.4353315888234,0.8898823525110935,-89.1891,232.0424,232.0397,2.11124,2.11121,88.522,77.51162190082644,97.50451962809917,97.47223657024794,75.22301080869906,84.29971350436254,84.32250293006902,72.67207985697259,71.38799910607867,71.4345575089392,68.59974841595229,61.21529071934402,61.23101472232575,61.098395506175905,51.51488113711129,51.50945006517287,5.379863596841135,2.78086356378312,5.059408555420752,5.379848483709605,2.7804293320856845,5.059416739281373,5.379863596841135,2.78086356378312,5.059408555420752,5.379848483709605,2.7804293320856845,5.059416739281373,2.75,5.042072986381693,4.950000000000001,2.75,5.042072986381693,4.950000000000001,2.5223240332248853,5.042072986381693,2.3870581651795657,5.042072986381692,2.5223240332248844,5.042072986381693,2.3870581651795666,5.042072986381692,0.218271,0.563726,0.5637260000124173,-0.057516,-0.576813,0.5831249664034288,-0.057517,-0.576815,0.5831262196231618,-578.437397
CHEMBL1743593-conf_6,0,1,5,2,1.0,5.0,4.0,1.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,-0.53536,-0.32763,-0.43149499999999996,0.20772999999999997,0.44815,123.112,52.3695,0.2182,1817.713,379.9597789872373,585.272295773613,0.890536674399416,-92.6291,234.8496,236.5748,2.10934,2.11464,178.675,77.37926136363636,97.5497159090909,97.61428202479338,75.45741633025133,84.2362286756088,84.62039328037505,73.18887812872468,71.44759386174016,71.9252830750894,69.02895546030562,61.203643309727916,61.78717853149459,61.26559493513748,51.39035441623735,52.160790764074235,5.372946888320451,2.4568881185961526,5.058653337180431,5.305582146888774,2.466744626522017,5.058181222697275,5.372946888320451,2.4568881185961526,5.058653337180431,5.305582146888774,2.466744626522017,5.058181222697275,2.4,5.024937810560445,4.95,2.4458833454341398,5.015974481593781,4.85,2.396763580998185,5.024937810560445,1.954629917984804,5.024937810560445,2.4164672809023195,5.015974481593781,2.3999999999999995,4.962358310319801,0.219329,0.564605,0.5647852324680596,-0.057093,-0.576511,0.5827900677379463,-0.056736,-0.575784,0.5823833261735778,-578.431808
CHEMBL1743593-conf_7,0,1,3,4,1.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,5.0,-0.53726,-0.32751,-0.432385,0.20974999999999994,0.44567,122.383,45.9327,0.4802,1285.359,378.99985251922345,585.2253727498143,0.8927444962682856,-82.687,232.5829,232.5831,2.11303,2.11303,179.433,77.50193698347107,97.90805785123968,97.90805785123968,75.9262273733559,84.56341971610887,84.56179189998699,73.64328814064362,71.5090509535161,71.5090509535161,69.53969437197168,61.143659150204996,61.14307677972419,61.924306374526715,51.24099993793061,51.24099993793061,5.370551289011949,2.057756949603975,4.969727806505993,5.370550279757215,2.057828116195824,4.969732957393036,5.370551289011949,2.057756949603975,4.969727806505993,5.370550279757215,2.057828116195824,4.969732957393036,2.045944267371584,4.957065664281643,4.950000000000001,2.0459442673715835,4.957065664281644,4.950000000000001,2.0459442673715835,4.942165517260627,1.9630453367944867,4.9497474683058345,2.045944267371583,4.942165517260627,1.9630453367944876,4.949747468305833,0.218107,0.565006,0.5653773051732799,-0.057319,-0.576693,0.5831081278090712,-0.057320,-0.576693,0.5831082414878047,-578.427386
CHEMBL1743593-conf_8,0,1,4,5,1.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,-0.53736,-0.32758,-0.43246999999999997,0.20977999999999997,0.44578,122.48,46.3892,0.6067,1521.277,378.7698440202766,584.6583504370468,0.892709522346587,-82.7092,232.0129,232.0131,2.11784,2.11784,90.961,77.63429752066115,97.65302169421489,97.65625,75.8562312801146,84.28831879150931,84.28669097538743,73.50826877234803,71.5854067342074,71.58447556615018,69.42613212821469,61.253144800596345,61.25139768915393,61.85486624045683,51.18940475451554,51.18979268822543,5.375874545496908,2.051238526313364,4.9868285873944185,5.375873657891293,2.0506320306750156,4.986841133814312,5.375874545496908,2.051238526313364,4.9868285873944185,5.375873657891293,2.0506320306750156,4.986841133814312,2.0,4.957065664281642,4.949999999999998,2.0,4.957065664281643,4.949999999999998,1.9968245029356284,4.949747468305833,1.9968245029356284,4.949747468305834,1.996824502935628,4.949747468305834,1.996824502935628,4.949747468305832,0.218316,0.565152,0.5655366386654361,-0.058445,-0.576800,0.5832538345823368,-0.058445,-0.576800,0.5832538217637326,-578.427107
CHEMBL1743593-conf_9,0,1,3,5,1.0,3.0,2.0,1.0,3.0,4.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,4.0,-0.53719,-0.32746,-0.43232499999999996,0.20972999999999997,0.44558,122.839,50.9817,0.3606,1313.258,379.55985149233913,585.3539140076488,0.891557875931512,-82.8065,232.213,236.5067,2.11776,2.10346,88.104,77.69240702479338,97.74664256198346,97.57231404958677,75.97994530537831,84.3420367235317,84.80596431827061,73.6079037544696,71.63568980929678,71.93831942789033,69.48961051062244,61.32885296310101,61.71263510995154,61.903357954192785,51.225870523244986,52.17592017875985,5.373446275739649,2.7591381755580393,4.988465428855433,5.333513204344719,2.7890357482540193,4.970687851703278,5.373446275739649,2.7591381755580393,4.988465428855433,5.333513204344719,2.7890357482540193,4.970687851703278,2.719912070736694,4.973178058344582,4.949999999999998,2.7693577642705387,4.960090724976712,4.899999999999999,2.459864032116042,4.947726750741192,1.9357130717622404,4.952019789944302,2.471656425299666,4.935838327984417,2.3860190224380236,4.960090724976712,0.218420,0.565287,0.5653322670226776,-0.058627,-0.576942,0.5833979806727136,-0.056284,-0.577484,0.5837202913133995,-578.427364
CHEMBL1743593,1,0,5,2,1.0,5.0,3.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,-0.53536,-0.32763,-0.43149499999999996,0.20772999999999997,0.44815,123.112,52.3686,0.2183,1105.139,379.7097738162418,584.931034673576,0.8907765821798626,-92.6386,234.1595,237.0874,2.10915,2.11501,178.444,77.43737086776859,97.47869318181817,97.70144628099173,75.47206667534834,84.18739419195208,84.7538742023701,73.16094308700835,71.4075536352801,71.99046483909416,68.98818952664926,61.155888930301906,61.7994083115915,61.27800881385389,51.370569797033085,52.11229905033827,5.376377839289647,2.5541628374307495,5.056205711401315,5.305923625383181,2.521854263455355,5.048662433585853,5.376377839289647,2.5541628374307495,5.056205711401315,5.305923625383181,2.521854263455355,5.048662433585853,2.5478118800310225,5.020209158989295,4.95,2.4837021661326304,5.024937810560445,4.8500000000000005,2.025786861763476,5.020209158989295,2.016246411994649,5.020209158989295,2.016020393570124,5.024937810560445,2.4565976715047375,4.958074222921639,0.219326,0.564592,0.5647729824805716,-0.056880,-0.576429,0.5827326950987047,-0.056983,-0.575933,0.5825180573089559,-578.431807
CHEMBL1743594-conf_10,0,1,2,4,1.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,-0.4869,-0.32849,-0.40769500000000003,0.15841,0.52464,271.729,65.6584,2.115,2704.366,599.3369652048312,1074.190470467785,0.8463186737956142,-208.4856,222.3779,211.2084,2.1247,2.09831,88.646,99.22843491735537,97.36893078512396,98.73127582644628,98.98587055606198,86.6974866519078,93.47571298346139,97.58175655542313,77.32326430274135,88.80549761620978,95.09935240402535,69.59036060380171,84.10012113306001,89.04707963503196,61.83818509093166,78.03402954503134,5.406134013887867,4.184531358303837,7.036738397437773,5.89299295884471,4.171803761852852,7.1424888318490805,5.406134013887867,4.184531358303837,6.785238043534953,5.89299295884471,4.171803761852852,6.794690634192467,4.181931634378147,7.012310603502956,4.950000000000001,4.1750978644789605,7.119691004531026,5.45,4.181931634378147,6.823672031978091,3.642210506462308,6.444571358903554,4.1750978644789605,7.07990112925315,4.1750978644789605,7.119691004531026,0.539448,1.024916,1.024919045715319,-0.051799,-0.573380,0.5793627454807566,-0.054001,-0.585130,0.5896824109552531,-1569.758125
CHEMBL1743594-conf_1,0,1,5,4,1.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,-0.49395,-0.32951,-0.41173000000000004,0.16443999999999998,0.51545,273.476,98.6023,0.0009,3357.104,594.376828395915,1070.0852188554547,0.8512056500737297,-208.3971,218.1893,223.2021,2.11537,2.10836,91.945,99.244576446281,98.30836776859503,97.682076446281,99.05912228154708,91.08282328428182,89.23199635369188,97.61062276519667,84.64224523241954,82.07222139451729,94.91241147968692,78.40803205367126,75.91723350726798,88.82479361926634,71.33131090559245,69.26595183415058,5.960737701068837,4.122719436212725,7.08749245851665,5.388816048188007,4.453613330468979,7.1230109266948105,5.960737701068837,4.122719436212725,6.609200269050024,5.388816048188007,4.453613330468979,6.778915513707809,4.100134266116002,7.070537461890717,5.549999999999999,4.456010039081843,7.1022883636191505,4.95,4.100134266116002,6.972266489456638,3.6499999999999995,7.070537461890716,4.456010039081843,7.069123000768906,4.067160229762826,7.1022883636191505,0.537928,1.021607,1.021607000016151,-0.065196,-0.589283,0.594659839113085,-0.052624,-0.577244,0.5824653296351637,-1569.760201
CHEMBL1743594-conf_2,0,1,4,5,1.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,-0.48917,-0.32819,-0.40868,0.16098,0.51876,273.41,93.8536,0.6162,3611.069,599.3067466333566,1073.0139959742596,0.8457432667706224,-207.893,216.5335,222.7903,2.11172,2.10904,91.769,99.27363119834712,98.29222623966942,97.72727272727273,99.13400182315407,91.00631592655294,89.38175543690585,97.74657330154946,84.26046632896305,82.0573227056019,95.06441017517704,77.90020499440924,75.69243850167723,88.90082862640432,70.8176866737012,68.9602600707591,5.96350374897526,4.040270598128216,7.062869165736348,5.376485201866318,4.442329960656057,7.130288179033601,5.96350374897526,4.040270598128216,6.581811039768866,5.376485201866318,4.442329960656057,6.778599141814148,4.017661128779855,7.045920805686082,5.550000000000002,4.437326758777481,7.116881339463234,4.95,4.017661128779855,6.9406411807555655,3.75,6.9406411807555655,4.437326758777481,7.08801805866774,4.091144974436673,6.670832032063166,0.539740,1.025084,1.02508947533569,-0.063814,-0.587853,0.5932357475557251,-0.049988,-0.576427,0.5815324870538189,-1569.760623
CHEMBL1743594-conf_3,0,1,4,5,1.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,-0.48336,-0.32536,-0.40436,0.15800000000000003,0.51743,272.752,93.1383,1.3849,3364.649,599.5366778089851,1074.9018544816051,0.8464102399866822,-201.2234,216.2114,215.0125,2.10523,2.10083,93.877,99.30268595041323,98.29222623966942,97.7240444214876,99.15027998437297,91.1023570777445,89.63081130355515,97.81454856972587,84.89459177592373,82.86743891537544,95.10401136787179,78.71727077897876,77.28172754379426,88.74914654583824,71.68549438271988,71.35613866302526,5.908859315048925,4.180363019815136,7.079734784441946,5.356740720227727,4.472112767124315,7.1957452300550155,5.908859315048925,4.180363019815136,6.729466760085353,5.356740720227727,4.472112767124315,6.844689695178134,4.171399262468467,7.061515418095468,5.450000000000001,4.472978698966108,7.184010022264723,4.900000000000001,4.171399262468467,6.9139352036304205,3.9464258169609776,7.061515418095468,4.472978698966108,7.170251041630271,4.2093054713115,7.184010022264723,0.540628,1.030051,1.0301538560190902,-0.062365,-0.588271,0.5936485281132262,-0.045490,-0.572815,0.5778519220302031,-1569.756713
CHEMBL1743594-conf_4,0,1,3,2,1.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,5.0,-0.49086,-0.32676,-0.40881,0.16410000000000002,0.50922,273.801,98.8392,1.4438,3439.629,600.2170716032598,1072.7711426929382,0.8443331405361942,-203.7639,215.7925,216.5105,2.10429,2.10605,93.786,99.25748966942149,97.68530475206612,98.28254132231406,99.0721448105222,89.59174371662976,91.07793983591613,97.70373957091776,82.52570023837902,84.78843861740167,94.83728568766307,76.47223257547522,78.59322586656728,88.27160014896654,70.40802867605983,71.3580783315747,5.3597561177690825,4.427321126211206,7.3301817991167795,5.91012372633455,4.19561532076235,7.087394122926986,5.3597561177690825,4.427321126211206,7.018881878302402,5.91012372633455,4.19561532076235,6.604513175230608,4.414554306103196,7.316419889536139,4.900000000000001,4.191492092532266,7.071067811865476,5.449999999999999,4.414554306103196,7.316419889536139,3.9944199548682615,7.316419889536139,3.9668673790315276,6.930007215003459,3.5910930660752394,7.071067811865476,0.539145,1.027201,1.0273167108652521,-0.046636,-0.573099,0.5780772507217353,-0.062846,-0.588606,0.5940354360330703,-1569.756472
CHEMBL1743594-conf_5,0,1,2,4,1.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,-0.4899,-0.32873,-0.409315,0.16116999999999998,0.51976,272.533,70.5625,2.4705,3293.237,598.6170840817376,1074.0910104244601,0.84728412986599,-208.6062,212.1483,222.6634,2.09843,2.12732,88.338,99.25103305785123,98.78292871900827,97.3850723140496,98.99238182054955,93.78174241437686,86.68934757129834,97.59386174016686,89.00476758045292,77.32140196662694,95.07896943719717,84.16534662691018,69.55891259783824,89.04513996648252,77.9851498975855,61.82383154366582,5.895883143080942,4.265577698021961,7.177633571462419,5.407474284862152,4.211218465914908,7.262982402045239,5.895883143080942,4.265577698021961,6.816019355420984,5.407474284862152,4.211218465914908,6.887861432451078,4.258175916790567,7.154893430373369,5.449999999999999,4.211587016103513,7.249999999999999,4.95,4.258175916790567,7.143178564196754,4.258175916790567,7.154893430373369,4.211587016103513,7.249999999999999,3.6489092362730853,7.00357051795725,0.538028,1.022791,1.0227937158972968,-0.053713,-0.585458,0.589968174467064,-0.051985,-0.573021,0.5790239337661268,-1569.756976
CHEMBL1743594-conf_6,0,1,2,3,1.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,-0.48478,-0.32537,-0.40507499999999996,0.15941,0.51467,275.659,107.193,1.6935,3264.206,605.5767759289596,1082.419871820599,0.8418707439480508,-204.5582,216.9792,215.0043,2.10769,2.10111,91.47,99.25748966942149,98.30836776859503,97.57231404958677,99.05912228154708,91.14630811303556,88.82667013934106,97.66835518474373,84.7735399284863,81.51724523241954,94.646268169959,78.55770126723817,75.2865262765561,87.74672583948855,71.35031965737694,69.05801936565081,5.957442009779575,4.196442686679543,7.152457527886963,5.387117493497458,4.426271044717936,7.852035158572598,5.957442009779575,4.196442686679543,6.739561985993963,5.387117493497458,4.426271044717936,7.431167709558659,4.186653483721135,7.114246270688133,5.5,4.415305226488813,7.807848615335725,4.95,3.984715695878073,6.98713102782537,3.6508940108697057,7.078311945654841,4.415305226488813,7.807848615335725,4.108722923540572,7.807848615335725,0.537307,1.024574,1.0246660239346284,-0.062574,-0.588567,0.5939204961482639,-0.050581,-0.575598,0.5807265927284543,-1569.756616
CHEMBL1743594-conf_7,0,1,4,5,1.0,4.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,-0.4798,-0.32242,-0.40110999999999997,0.15738000000000002,0.51115,272.697,100.67,0.0004,3810.134,605.2864242505858,1080.452085923154,0.8412534648504161,-196.5017,213.1198,215.1697,2.11103,2.10497,95.714,99.30914256198346,98.35033574380165,97.90805785123968,99.23492642271128,90.66284672483397,88.97154577418934,98.0035756853397,83.42893325387367,81.16805721096544,95.1162411479687,76.96608274319792,74.89983227730153,88.39341133387126,69.8528955372106,68.2565483210229,6.2163602777384055,4.657764145468212,6.913753756785244,5.391559788929845,4.629127736418543,7.082278178314908,5.354314833314383,4.581410656543176,6.68880416670799,5.391559788929845,4.543320303531733,6.790883549740016,4.641272971143513,6.9025357659341395,5.799999999999999,4.621072284047475,7.051418297052019,4.95,4.417608134989009,6.89655711206686,3.7443014332561626,6.896557112066859,4.562111445675014,6.9521579383670495,3.8139210158729933,7.051418297052019,0.541601,1.035149,1.0351490000028982,-0.053215,-0.579008,0.5846428678458329,-0.043512,-0.568919,0.5745663844865969,-1569.754657
CHEMBL1743594-conf_8,0,1,3,2,1.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,5.0,-0.48075,-0.32287,-0.40181,0.15788000000000002,0.51131,273.472,101.577,0.5362,2985.28,606.3468320562589,1079.0040325136777,0.8390317398196675,-198.6498,212.3704,214.8887,2.11062,2.10479,96.483,99.28977272727273,98.27285640495867,97.91774276859503,99.1453965360073,91.14630811303556,89.00898554499284,97.87321215733016,84.76795292014303,81.25372467222884,94.84602124487515,78.63340942974283,75.03960119269475,87.91664080441934,71.38717335981627,68.36090248898267,5.885025088095292,4.6688232347939405,6.900829205631991,5.396868888276613,4.457652894518888,7.303706468792473,5.5732233839485605,4.378482720436124,6.6542547127645495,5.396868888276613,4.457652894518888,7.025657363589322,4.649319428159511,6.876227163205125,5.45,4.440777703908071,7.291261893527073,4.950000000000001,3.978249213149539,6.876227163205125,3.7213931343360986,6.792827099227537,4.440777703908071,7.283543093852058,4.1406417316803825,7.057619995437555,0.540304,1.032504,1.0325046809007696,-0.056381,-0.579987,0.5856627573766322,-0.043642,-0.569111,0.574748780813844,-1569.753987
CHEMBL1743594-conf_9,0,1,3,2,1.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,5.0,-0.49572,-0.33121,-0.41346499999999997,0.16451,0.51958,272.022,98.3452,0.8403,3361.031,590.0368266449149,1064.4609763744295,0.8544595385886186,-208.8483,216.8652,225.5416,2.11454,2.11679,93.718,99.23489152892562,98.31159607438018,97.73050103305785,98.82146112775101,91.89022008073968,89.25478577939836,97.24932955899881,86.1144219308701,82.10294994040524,94.69926388371226,79.92044819232203,76.00517144986955,88.9861740425796,72.61226801564149,69.43974613618025,5.6732722573072065,3.9723532467294302,7.011599487357911,5.412372526034048,4.396026635264219,7.165242627298431,5.3859321627297305,3.9723532467294302,6.523157774294175,5.412372526034048,4.396026635264219,6.847902454038996,3.969786181219981,6.991602105383286,5.249999999999999,4.390565873340133,7.150174823037546,5.0,3.969786181219981,6.668208155119334,3.549582410752915,6.491918052471088,4.390565873340133,7.136000280269053,4.121200962794288,7.036511919978534,0.538306,1.022645,1.0226558705586157,-0.060824,-0.587593,0.5930714313217254,-0.053814,-0.577487,0.582573054475574,-1569.757678
CHEMBL1743594,0,1,5,4,1.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,-0.42418,-0.35386,-0.38902000000000003,0.07032,1.07606,284.969,149.877,1.7719,3264.974,673.1934636217292,1162.6157759530267,0.7942703946639516,-200.8869,213.2002,215.7573,2.0986,2.11677,87.947,99.28008780991735,98.18569214876032,98.31482438016529,99.49212136997005,89.08386508659983,88.75504622997786,98.54551549463648,80.62984207389749,79.70053635280095,94.54085911293329,73.22144055162131,72.31468971300782,85.71434113338712,65.57902985537831,64.9637669914965,6.047459317805025,4.353656175156242,9.793478225553276,5.309095433067713,4.219173382911727,9.441897191948712,5.405335289844745,4.3120965278743455,6.629831590834322,5.309095433067713,4.219173382911727,6.436104703367045,4.345431781392296,9.756280028781463,5.6000000000000005,4.20258360256471,9.426690829766297,4.850000000000001,4.317685574734318,9.304837451562493,4.1491561161354955,8.031967380411851,4.001981859289707,7.866701977321879,3.8120893683179844,8.862420662550385,0.533804,1.020496,1.0205523368455927,-0.047098,-0.573095,0.5790533355572698,-0.044733,-0.569136,0.5756011910628747,-1569.689441
